track_id,recording_id,recording_mbid,metodo,score
TRAAIWW12903CA4BE6,10593544,ed164619-7cf8-4a45-bb39-b7b31fe826e9,exacto,100.0
TRAAIXG128F4297071,10486552,45ba02f8-9a07-4d5d-99d1-f04275db6960,sin_sufijo,100.0
TRAAJAC128F148B530,2041572,40ca5d49-0e7e-4a85-919b-00e46c0ac087,fuzzy,100.0
TRAAJPJ128F9333092,44540804,0f6c5ddb-6e56-4e31-b65a-d1dae6c5e0dd,exacto,100.0
TRAAJUX128F931258F,8612432,28479c5b-b78f-4438-847b-656693b7ed1e,exacto,100.0
TRAAKDP12903CACABD,42335040,1ee5031f-5cd8-470d-bc1d-655776cccaea,exacto,100.0
TRAAKIU12903CBEF3A,9820097,14e37f55-fb33-43dc-a480-84c56570b8fc,exacto,100.0
TRAAKPL128F42925A9,21819933,8ce36b04-70e3-47c6-9d78-893990eafc7c,exacto,100.0
TRAAKSP128F9315A7E,7059921,cdfbf596-5e2a-4848-84de-75a2ee452544,exacto,100.0
TRAAKTM128F14A0011,25561259,b0d95ff8-4690-4f00-b684-144cd91723f1,exacto,100.0
TRAAKWR128F931B29F,5125897,7d0012d4-63b9-494c-8d79-50bfb124edb7,exacto,100.0
TRAAKYE128F93120B4,7970114,d8d6cba2-3673-4004-afcc-fd04b16b3d11,exacto,100.0
TRAALDI128EF35F6DD,1455638,c7539e68-958e-4488-a6ee-83b8be1d8316,exacto,100.0
TRAALJZ128F428EA4F,15651078,903a03c8-8a1f-478a-9ebe-50ad80b56f16,exacto,100.0
TRAALQA12903D0DC75,16388033,0f123ecc-79c2-4d76-a2af-e2db806d3607,exacto,100.0
TRAALRQ128F92CF1A4,29908015,242db899-6d1c-4264-992b-6108b75dda7c,exacto,100.0
TRAALSU128F4217A7D,15857675,61120975-4b59-4865-83bc-2e6edd78ee5d,sin_sufijo,100.0
TRAALZN128F932D457,4358560,c18606f4-616a-4221-8199-a5c3d894f75e,exacto,100.0
TRAAMFF12903CE8107,6151229,a19978ae-e298-463d-b8b3-a9b860a05c8a,exacto,100.0
TRAAMGC128F42582D2,7415022,f9d527b6-6c25-48cd-aa21-77ca54524559,exacto,100.0
TRAAMPA128F92E7D0D,807385,3471d02e-f154-456d-bd66-563930468a4d,exacto,100.0
TRAAMUY128F4283222,17964449,ab64bcf5-037c-42a1-b599-c231afdef2dc,exacto,100.0
TRAAMWH128F424164B,3719468,0aa11c98-90b4-46be-b601-2b90600ad110,exacto,100.0
TRAANCP128F426A9B7,12751750,f971e919-69fb-486f-ad10-6cfe03300d92,exacto,100.0
TRAANEA12903CF1452,2180261,8d18ae4f-ea40-42f6-942d-211e00488342,exacto,100.0
TRAANTZ128F92EAEA6,3947122,bcda2c22-b95f-4bf6-bd04-c4b4e8b0ffba,exacto,100.0
TRAANUW128F42A1B64,1396657,d21d9a13-270e-40d1-b146-84c9f45bc22a,exacto,100.0
TRAANYI12903CF5C63,142278,db0e18bf-e47d-4743-9fe0-24b4cfd191c2,exacto,100.0
TRAANZZ128F4287625,1433615,51c322d3-cf4b-4e93-88b5-0fa15997c32f,exacto,100.0
TRAAOAG128E078A3C0,3428146,f7a6b142-a3bd-4fec-86a9-859e24d35b3d,exacto,100.0
TRAAODR128F146155C,10838531,84ca99e3-e618-4936-a273-d5081700e848,sin_sufijo,100.0
TRAAOFS128F9309414,9702819,b098ffbe-a701-49eb-b768-2e000bbae3b1,exacto,100.0
TRAAORB128F930A97F,5683550,6cf4faa2-32d7-4d67-a136-63a0712655e3,exacto,100.0
TRAAOYP128F425EEB5,2428952,d372a120-ddd9-43d5-96de-6fd152174774,exacto,100.0
TRAAPKW128F428BC93,4251581,3d5eddae-6510-4f6d-8172-aac47ceb7d1e,exacto,100.0
TRAAPPQ128F14961F5,309603,efd2f0a4-77cf-4207-a4f1-88f7c349fe83,exacto,100.0
TRAAQAL128F92EA7A7,14733039,00404396-367a-45f1-80f6-a4ae93dc7cdd,exacto,100.0
TRAAQCV128F9327B59,983879,8fff5a7d-6b4a-4386-b7aa-5596f936756d,exacto,100.0
TRAAQDV12903CCC189,6240681,491e6721-4799-4c37-9e67-554689dd8858,exacto,100.0
TRAAQLF128F427822C,1239414,1d761bc8-59c6-4c5e-bfcc-3bceb11bbccc,exacto,100.0
TRAAQWF128F92D1AAD,36541056,4f309f4b-69dd-4dcd-8353-e10fe99f0e23,fuzzy,100.0
TRAARCK128F425B514,6440817,2edad6c5-5a2a-48fb-9495-f2b7917fa11e,exacto,100.0
TRAARFE12903CAF4B6,9883085,118239cc-34f5-49c7-9e4d-b7a7d9aa873a,exacto,100.0
TRAARIH128F146542C,2502709,a7c94540-4298-4245-b0e8-3a7edbc1d755,exacto,100.0
TRAARLG128F149E87E,26205663,689d8931-d9a0-41d0-92d0-d24444c4ad9d,sin_sufijo,100.0
TRAARWB128F14A9496,6652359,80e82f91-078d-4fc7-bc6f-b71d6e61395e,sin_sufijo,100.0
TRAARYN128F92D687A,5171078,511b2a03-855a-4edc-826a-dd80528e57b9,exacto,100.0
TRAASES128F92EEC4C,13123529,2a31370e-fac3-425c-824f-3c9838b3ac11,sin_sufijo,100.0
TRAASLO128F92DFAC5,4278596,92a75aaa-3727-4737-b4db-f5a5ee5bc031,exacto,100.0
TRAASNR12903CB443D,23174309,27c9d5ae-4c60-4a4f-ab5c-a474b75c6548,exacto,100.0
TRAASQC128F93480F0,1161259,7f137e9b-2d3f-4687-a84b-4b3b9295732a,exacto,100.0
TRAASUZ128F9314950,154283,3bc8b9cd-27b0-4ccf-94b0-22a7c25a7714,exacto,100.0
TRAATFW128F14957A8,379161,911d989e-9cf8-4558-9b75-11d1c3e6bf11,exacto,100.0
TRAATQY128F1470E34,4835655,acec8308-25db-43bc-97cf-5b2d177e4e25,exacto,100.0
TRAATXO128F92D97A6,5696722,188aa359-4b8a-4874-9fdb-b03d41873080,fuzzy,100.0
TRAATYZ128F4256545,5885970,f156acfb-787a-4993-99b2-485bcba112d5,exacto,100.0
TRAATZQ128F425E5F1,22830849,538c5dd2-e48a-4e35-b5e8-9eb5b267c2ee,exacto,100.0
TRAAUMN128F4273561,914127,3ff0f4f2-16dd-4936-8681-a293f9b01802,exacto,100.0
TRAAUZI12903CAFD53,20279041,8d127ef1-1e7e-4e18-b17d-820c31488216,exacto,100.0
TRAAVET128F42A4EE1,16087752,f09b19b2-8c48-46eb-b0d4-9747ba81cb43,exacto,100.0
TRAAVIS128F931A7CD,602697,08340893-a458-424e-955e-5cede31d4d7b,exacto,100.0
TRAAVRQ128F4258E41,7354204,2c871d40-b51c-4de2-84f0-0c1a134d79f7,exacto,100.0
TRAAVUT128F92F74F7,1362379,cfec968d-6c1d-4e0f-9a77-9187cb860db9,exacto,100.0
TRAAWDD128F4295B6D,26957519,f44a1299-24bc-4186-a284-a6654d7af416,sin_sufijo,100.0
TRAAWDK128F92E2A17,2794206,e49b80b9-56a9-4b90-814c-7f349617a6cd,sin_sufijo,100.0
TRAAWSJ128F933D7EF,257008,9235e22e-afbd-48f7-b329-21dae6da2810,sin_sufijo,100.0
TRAAWUM128F426009A,17748913,4dde328d-38c0-4af5-9326-74dabe5280f6,exacto,100.0
TRAAWWS128F14830B4,2347680,ed9f1410-5c27-49cc-90e6-66525457583e,exacto,100.0
TRAAXUE128F4272446,31318005,29244412-65ee-4866-affc-33a0193fbd08,exacto,100.0
TRAAXZC128F9360095,2787749,ce72b0c7-a0aa-4530-a2d8-b0b96a466fa9,exacto,100.0
TRAAYIG128F932356C,9038886,20e7cf2b-2e5f-4807-a61c-c9d60078083b,exacto,100.0
TRAAYOD12903CED8AC,6196159,6ecadc75-d5d6-4535-a6e4-d39082dc11b9,exacto,100.0
TRAAYRC128F428DCA3,3844588,bbc80b1d-4272-4fbf-8d7f-a1c1873ebf36,exacto,100.0
TRAAYVL128F1473727,40921780,3718b721-315f-420a-ba05-15171c7867f1,exacto,100.0
TRAAYXE128F4289CA7,810056,560fa689-cf5b-446e-b03a-1e8ccb9b0641,exacto,100.0
TRAAZAM128F9313AD3,9387128,dfe3a0df-6026-4e03-a787-f9d4d523974f,exacto,100.0
TRAAZLN128F421E2AA,2735752,18877407-4aee-4ead-b63f-d825e4b9a216,exacto,100.0
TRAAZNZ128F429EF86,7176307,8bdbf885-0656-4e1d-960e-44dfbffc1144,sin_sufijo,100.0
TRAAZPJ128F4292DB5,740550,78d8801b-f554-4377-86d6-423bc5772ede,exacto,100.0
TRAAZPQ128F4276442,1150439,efc17a43-6f26-4671-8cc6-3af5e8d2cd2a,exacto,100.0
TRABAAX128F14914F9,377777,b704e862-5aaf-4fea-b61d-e2b6bb9f035e,exacto,100.0
TRABAGI128F425F5B1,37827674,40f428f7-9c75-4abb-b4e9-1f23da031855,fuzzy,100.0
TRABAKX128F92C1D3D,6987136,0ab7dab1-c1ce-4767-8f4a-fe4d44e96e06,exacto,100.0
TRABATC128F423A722,4861442,70d24baf-297d-411f-80a4-3546ef1f0359,exacto,100.0
TRABAWQ128E0783C6F,302089,bd13cbe0-bcb8-43d0-97f6-db3387bb1c95,fuzzy,100.0
TRABAYJ128F92E34EC,331092,2e546ae5-19d8-45be-8176-74660623e8fa,exacto,100.0
TRABBAJ12903CA736F,8106827,f359f025-3713-4058-bea1-694dd262c42f,exacto,100.0
TRABBBX128F426D2B1,2374951,c059f571-777c-44e1-bc8d-f574cbf78df0,exacto,100.0
TRABBPU128F421A1FD,19378579,d0335b80-bfe6-44c2-bb29-b7cc2701a3fa,sin_sufijo,100.0
TRABBYP128F932D04E,2015148,bfe4b728-1659-421a-9d65-af8763306807,exacto,100.0
TRABCAS128F14A25E2,21881892,2de1491b-7477-4676-b883-443aee5bbcbe,sin_sufijo,100.0
TRABCEC128F426456E,2566229,3476903f-f46d-4e54-bbe4-903b137e06a7,exacto,100.0
TRABCTR12903D08121,9885192,9860bf3f-879d-4ad3-8af3-838f9bddd15c,exacto,100.0
TRABCUQ128E0783E2B,3106929,f09ba417-f0d6-4a73-97a7-f10eb65cbb36,exacto,100.0
TRABCVX128F1492D8B,7270264,930102bb-9f52-4ac0-9bcb-5619396429cd,sin_sufijo,100.0
TRABDAA12903CF45CB,8377659,f37e77b5-bc52-48ee-8444-0b0514c2e27b,exacto,100.0
TRABDFP128F9332279,6062581,25968be5-e260-4138-a608-76b3d39f6914,exacto,100.0
TRABDJI128F14567D2,7631139,76e509a9-d043-439a-9e5c-04bb4e6d3dfa,exacto,100.0
TRABDRC128F4282D08,3611254,0126e29a-9b2b-40cb-92c0-5a66f7093b10,exacto,100.0
TRABEBV128F933D3AB,40585,b80f071a-0d47-4cc1-a49c-48cf3ccaf583,exacto,100.0
TRABEIK128F1456D56,1722891,8d8b5c81-5d1d-428d-b567-94b9477d1a73,exacto,100.0
TRABELS128F422CEA9,1785218,c40e1fd4-8c91-4d0b-8783-4d5bfbe1355c,exacto,100.0
TRABELX128F4281857,8027275,65636225-e4f5-47d4-9cde-13e3611320f6,fuzzy,100.0
TRABESY128F935A564,3860807,b16655b0-cff6-43e0-bdf1-85ca197dfba9,exacto,100.0
TRABFCA128F93094B8,13894029,3f9fb8d8-e787-4b60-b82b-c81ccce34785,exacto,100.0
TRABFHV128F933D32D,5324283,22c1a182-0a36-4afd-b613-bddab56b4fba,exacto,100.0
TRABFSY128F42866CE,465997,01b9eb83-e2fd-4d13-8b58-9950d836a567,exacto,100.0
TRABGMC12903CFA8C5,3437146,08a9b8c3-a22b-4921-9165-453647db01c0,exacto,100.0
TRABGSH128F932D04D,2015147,aa3e29d0-1973-4d01-baf7-202764e95b53,exacto,100.0
TRABGTC128F14B10CC,1759454,2482884b-6565-44c4-8a61-93fd0b5a5a54,sin_sufijo,100.0
TRABGZL128F428A25B,661947,382073f5-af29-4eb1-848b-78395ac46e93,sin_sufijo,100.0
TRABHQX128F428DEED,6708280,5c86e10a-4fc7-4f77-8d03-377e1d03f6f5,exacto,100.0
TRABHTQ128F931C023,2878048,d12d2ddf-cd77-4985-bcf1-99f729abd388,exacto,100.0
TRABHVY12903CE7082,3381332,1e59042e-2db1-498f-9ac5-0108900f1eca,exacto,100.0
TRABICE128F932AE4A,9994145,d63c52c4-eb4c-437d-b85e-78e406312449,exacto,100.0
TRABICV128F146AEF8,1061024,d51ff27b-0317-491d-8095-b3d70692e3d9,sin_sufijo,100.0
TRABIIP128F14617DE,1187747,42f6cc0b-f695-4102-92a9-9eebb7a7329f,exacto,100.0
TRABJZT128F425C8DC,135099,ca9b972b-3be4-4f3a-b043-8e60ffa3e13b,exacto,100.0
TRABKDD128F4254272,5935045,8c01350d-58fa-437a-8719-5f985faf09d5,exacto,100.0
TRABKEU128F93027CF,1445933,23f95dd0-e236-4208-88b8-3318b44b8806,exacto,100.0
TRABKKZ128F934E583,10340944,ae463b82-1a72-472d-b0ae-ef6305223da7,exacto,100.0
TRABKSJ12903CB5BD6,10605139,f80ca9ee-d2b3-4fc1-9631-27ae810b7e83,exacto,100.0
TRABKSY128F429DE2A,45369138,c22e4254-e4cc-4af7-8e46-086188fac9c2,exacto,100.0
TRABLAT128F92E6846,2027525,f4012266-8668-47f8-b0ce-e54c822d5cda,exacto,100.0
TRABLEK128F4288796,6950733,44342bdb-f9e0-474e-9c10-6506f1f5aec4,fuzzy,91.30434782608695
TRABLGI128F42B867A,6044321,5f707879-6116-4b3e-8975-f5c57e665b98,exacto,100.0
TRABLJI128F92E84E0,647434,adfdfad7-b5e7-46db-ae06-76d0218de114,exacto,100.0
TRABLLC128F427F42F,3550130,38df1eb0-0f74-44cc-8f34-8f507545f14c,exacto,100.0
TRABLLK128F428FFAF,1402497,71ce6351-e2e9-4b3c-b4a2-b93f81fa4aab,sin_sufijo,100.0
TRABLNQ128F930E053,2576924,f698bc22-18dd-4ae5-a866-7caff4295351,exacto,100.0
TRABLQE128F92E5E75,13966427,adeeb2cb-d749-4b4c-a11f-d9c140c31c1c,exacto,100.0
TRABLSP128F92F0E1D,4749,52f75092-7f0b-4dfa-bf85-1ee8516fb952,sin_sufijo,100.0
TRABMAV128F92E71C4,8649910,b241276b-9153-47c9-9520-fc3e281dcef3,exacto,100.0
TRABMEM12903CB1A75,6123721,8c674d56-1dc2-451f-9637-43fd5b447011,exacto,100.0
TRABMFI128F1476F9F,199457,a0fbd960-4f2e-4a18-9e25-8ea60467014a,exacto,100.0
TRABMHF128F9326673,10145828,00b5acf5-15b3-4956-b9a1-00289564112f,exacto,100.0
TRABMLB128F4271109,4345174,7b98241a-8338-414c-b8e3-3e525a7b9176,exacto,100.0
TRABMPO12903CA4BDC,397994,65b71c49-bc2c-4872-a30c-cb5ee31a6fb5,exacto,100.0
TRABMRL12903CD0B4A,4647820,b206baf2-4e8f-412f-8e0a-15168ec407f7,exacto,100.0
TRABMTQ128F930F876,22658509,0def7e73-7d33-449f-ab4a-f3b3c42d1e76,exacto,100.0
TRABMXM128F930C6D2,24198991,47c871a1-3630-46d9-8729-507e43e72daa,exacto,100.0
TRABNUW128F9313D21,1888406,7efad240-f3cf-468d-a81f-430398a47d10,exacto,100.0
TRABOCK12903CDBA6A,15439356,93df4be3-fc3f-49ad-9862-ce760e6e51f1,exacto,100.0
TRABOGP12903CC080D,12819256,c443d5a2-4ca6-4032-a2bb-6080c6873546,sin_sufijo,100.0
TRABOIL128F930F4C9,27558770,5d006d29-734c-4730-9b8b-ab448ba761d9,sin_sufijo,100.0
TRABOJC128F931B681,3450424,097980a4-0507-4c8f-af52-6340f05bb001,exacto,100.0
TRABOOC128F92D2D90,629983,3eddac63-19dd-49b9-aca3-e71ade953141,exacto,100.0
TRABPGW128E078F38D,1136724,97b1892a-caa3-47d5-9f6d-16d9b8fdac29,exacto,100.0
TRABPHE128F42A1E65,5522432,773bedd0-ccec-4a54-bd5d-8b6a39e8dd77,exacto,100.0
TRABPIK128F93326AC,4508583,cccfee84-69a5-4934-b868-82831d908ae9,exacto,100.0
TRABPJT128F933A3A5,7346832,79c0d251-984c-490d-9a96-3aa466d214bb,exacto,100.0
TRABPUI12903CF22CE,2604657,13a8a4b1-f660-401b-a8c4-3da753c9e214,exacto,100.0
TRABPWB128F42BAF33,8605988,e8dd7915-2b3c-4b1e-83a6-77e727cbf8ce,exacto,100.0
TRABQCU128F423286A,6612035,764d1dcf-f469-4c26-ae3d-ff4e24d8314e,exacto,100.0
TRABQHD128F422A9F5,1591914,725fd76a-5696-463d-b637-98745e3b6d41,exacto,100.0
TRABQRP128F9310EFC,6809021,1959fc73-7c32-4f40-b019-f03831aea915,exacto,100.0
TRABRIV128F147F524,2180544,d8e0b670-b867-45bf-ad58-25b52826f5dc,sin_sufijo,100.0
TRABRJZ12903CE9196,35574870,a5109a60-5539-4178-90fe-6188d4c242a9,exacto,100.0
TRABRKX12903CC5BA5,11654837,976d73a6-b283-4474-ba06-30fed908ea5c,exacto,100.0
TRABSBQ128F14B0421,46564287,4ca312a2-98ac-4a1e-9cbf-3f1d91714f0a,sin_sufijo,100.0
TRABSTP128F4252E01,8165606,b122ce30-79ce-4d4c-bd6f-c75e39b67b40,exacto,100.0
TRABTAB128F9310BAB,18699891,cfe9b76a-6683-4cd2-a373-929a936acd87,exacto,100.0
TRABTCY12903C9402E,5062079,414fb411-40e1-4578-b68a-0f82d01413fc,exacto,100.0
TRABTFI128F14905F6,4656906,9d41ccd7-f816-4ef5-9474-c2150baf2f94,exacto,100.0
TRABTIT128F422AA3C,30312575,eb88e7c1-419f-4a14-a334-006084a51c11,exacto,100.0
TRABTNG128F427BD6E,6926988,9f320881-31c1-47c1-b7ad-e755033e8cc8,exacto,100.0
TRABTNM128F92DCC68,23380885,c9410ebc-77a9-471c-813f-70cb1b0ee860,exacto,100.0
TRABTYE12903CDA646,6510867,ffa788b7-25a5-411e-b7ec-10cf6d18841e,exacto,100.0
TRABTZP128F92D9357,2753700,0d55e5ca-52d0-408d-a7b4-34bab4dee09d,exacto,100.0
TRABUBG12903CE37C6,7808555,24a3b60e-17e1-4fe9-93a2-8d0a5ee48eab,exacto,100.0
TRABUEB12903CC49BE,8273815,7e9f137b-fe1a-4fb8-9fdf-e1aaedb13e46,exacto,100.0
TRABUUH128F4241346,4407172,3868ba0a-cc39-4393-af57-17e81aaa26c3,sin_sufijo,100.0
TRABUVN128F930633C,11721523,8be0424c-a028-439f-806b-4e1d51dd3d58,exacto,100.0
TRABUXL128F42630D2,8185265,99134d7d-f43d-4857-bd4f-3b99e5ec891c,exacto,100.0
TRABUYT128F93069C8,9721429,1ead67bf-6130-4aab-8ae2-4b44ccb83c66,exacto,100.0
TRABVMH128F146467B,7377132,0078d246-64c5-4a71-937a-541045caa16d,exacto,100.0
TRABVOJ128F4250AAA,63427,7a4c376f-e5db-4ab5-9fcc-a91234e200fd,exacto,100.0
TRABVQF128F42591BF,11395658,d4304457-07ee-4d5c-836e-29dc7acd576c,exacto,100.0
TRABVSH128F92C3F3F,8327384,a66b3ccb-7b4d-4917-aebb-81353421b5a6,sin_sufijo,100.0
TRABWBZ12903CDB8A1,8075971,26a9022c-4312-4159-b30f-8f736a598a15,exacto,100.0
TRABWCM128F4255D35,2653219,e17f51b2-42af-439d-a1c8-a300efbae400,sin_sufijo,100.0
TRABWFU128F425949F,5085045,8edb822c-85da-420e-be36-48380718db4f,exacto,100.0
TRABWNZ12903CB6116,990330,314baf21-3808-4e2b-ab62-12ede3cd8e2d,exacto,100.0
TRABWPL12903D05EA6,4958654,90ba5369-106d-42f5-8014-30b74f760c54,exacto,100.0
TRABWQQ128F933387D,4711956,6ca4f0f8-2c69-4854-ad66-27a53a13919d,exacto,100.0
TRABWYA12903CF727F,30233785,4c83a226-e657-4f00-9003-269e499fa52c,exacto,100.0
TRABXTY128F423E224,23436228,339215c0-1581-4cd0-8bef-594541083276,exacto,100.0
TRABXXX128F936272E,2215877,6dc1e4b4-beb3-4bbf-b691-94b967b38700,exacto,100.0
TRABYBC12903CEB85C,9487706,f16f5341-23ef-4adf-8ffa-765a6c321b83,exacto,100.0
TRABYCY128F933467B,12778521,852aca3a-4979-42ea-95c6-9a92b12a241b,exacto,100.0
TRABYDZ12903CC300C,4884399,0a058bce-e2bc-4286-b492-8aeaff2443f0,exacto,100.0
TRABYTI12903CFA1D4,7111669,9c4c4a98-cd13-42d0-aadf-b8048323eedd,exacto,100.0
TRABZAC128F93065F7,25706941,dc0f9d41-e2de-478c-8300-af667548ab97,exacto,100.0
TRABZLM128F42543ED,1967007,9f3147a0-9170-43f1-8196-ce23b07c8d1b,exacto,100.0
TRABZXK128F4270688,9583497,fbc0f6ec-da3f-4a2c-a625-3f64718466f8,exacto,100.0
TRABZXS128F42634CE,594721,104c038c-03b8-4da3-8a01-4203b7da833b,exacto,100.0
TRABZYO128F92FF62F,7318829,452545aa-c9f6-4a8b-bdb4-0f2bdd1fe07a,exacto,100.0
TRACABS128E0786B0B,3359767,9ed210cb-8f7c-400f-a4a9-62ddc80a81a4,exacto,100.0
TRACAHZ128F425E77C,7332719,0ec0b790-707c-4d6c-abe5-16eeab200e35,exacto,100.0
TRACAMR128F146837E,5545475,0f14ca22-0922-4a2e-831f-171cd2f52fb8,sin_sufijo,100.0
TRACAQW128F428E2B7,7054815,cd8cd93f-2d4f-426e-a9c8-70d09ecb9b92,exacto,100.0
TRACARD128F4259678,12895284,511cb26f-9c15-43c8-879b-580009416d91,exacto,100.0
TRACASH128F931C969,1050788,a444673d-04f6-459a-95fa-7d4633136207,sin_sufijo,100.0
TRACAXR128F92FAB1C,6730298,419f0c74-02bd-4704-9a1f-04fd72a8be51,exacto,100.0
TRACBBI12903CB8387,8442216,fdf83a36-6209-4d94-bef1-e871e4b0405b,exacto,100.0
TRACBHB128F9311DAA,7187835,cf84f98b-ed7b-430b-9331-fe97d78ec1f5,sin_sufijo,100.0
TRACBIX128F92F0EB3,6612871,e01b0484-ae10-49f3-913a-5760b29a17cb,exacto,100.0
TRACBNE128F93302DE,6264819,501ae45c-e736-4a16-9eda-e0a962626129,exacto,100.0
TRACBRM128F425C2C3,3239512,27f6f260-d686-4962-97e5-10eb6e404673,exacto,100.0
TRACBWL128F92F95FA,1556903,fcd9ae2e-a6be-423e-bf67-f9b2c923c6f0,exacto,100.0
TRACBWX128F92FD725,5932077,3b261952-89db-4e0e-98f2-f35e763f1644,exacto,100.0
TRACBZQ128F425A848,2502616,6f3dca07-f6b8-4299-aa14-3950299beb09,exacto,100.0
TRACCGL128F1490860,6281314,13a8f4e1-7b4d-4900-9c6a-1653ce85d590,sin_sufijo,100.0
TRACCIS128EF3409A3,6729111,6f9c8053-81f6-4bc2-8797-53662c557b44,fuzzy,100.0
TRACCLE128F429372F,26968019,56c4034f-6837-4983-b8b0-e7ec61feb20f,exacto,100.0
TRACCMO12903CA4168,5874126,f46e8dbe-7581-4ca1-bf58-f7849f189253,exacto,100.0
TRACCNE12903CD8E17,3866400,8154d432-729d-49e8-b554-d27bff952b2d,exacto,100.0
TRACDAD128EF340273,10422907,2fd5f996-3319-4522-b31d-95870c422419,exacto,100.0
TRACECP128F92CD1A1,512927,cbe994e4-7adb-4758-aa26-2a968a1fb2ef,exacto,100.0
TRACENZ128F425C69F,28866412,5935072c-bfad-4d66-9648-ec0f3c5a16c4,exacto,100.0
TRACEPD128F429B0CB,41616108,0730a4b9-ccaf-4fd2-93af-e55d2a4226a1,exacto,100.0
TRACEPP128F93576FC,10819935,4fb0109d-e632-46de-b7ad-a6312abef400,fuzzy,90.9090909090909
TRACEQQ128F426C3E3,12041870,6882c358-545d-409d-a8eb-86376264d563,exacto,100.0
TRACEUZ12903CD770A,11920702,7039f385-7770-421e-99a2-bc3a81c94cb4,exacto,100.0
TRACFAT128F42383FC,6247222,160de527-3021-4f6e-920a-18bf6fc1817d,exacto,100.0
