track_id,recording_mbid,average_loudness,dynamic_complexity,mfcc_zero_mean,bpm,bpm_histogram_first_peak_bpm_mean,bpm_histogram_first_peak_bpm_median,bpm_histogram_second_peak_bpm_mean,bpm_histogram_second_peak_bpm_median,danceability,onset_rate,key_key,key_scale,tuning_frequency,tuning_equal_tempered_deviation,fuente
TRAAGSG128F92CFC6E,acbfb56e-ba23-4ac5-a34a-6382be5a51bc,0.911867797375,3.73161649704,-680.176025391,132.117431641,133,133,126,126,1.3858923912,4.1678404808,"C#",minor,447.432556152,0.0874324664474,acousticbrainz
TRAAHDK128F423BB26,806cd17a-9c1d-481e-84eb-eb8809adc591,0.955592274666,2.57603430748,-654.715270996,102.791717529,103,103,94,94,1.05601787567,1.73974013329,"F#",minor,434.193115234,0.260304450989,acousticbrainz
TRAAHHZ128F429B6E5,e778b0fe-a3de-42b5-a7a7-aa46bdf605da,0.971527576447,4.0380563736,-677.778808594,123.333106995,123,123,129,129,1.4439740181,4.62291431427,"C#",minor,438.731048584,0.265419274569,acousticbrainz
TRAAHPF128F424091D,733e935c-22bc-481f-be7f-e0a373021db6,0.917301893234,2.52770662308,-606.846435547,90.3039093018,89,89,94,94,1.08739304543,2.82899570465,C,minor,434.193115234,0.265660494566,acousticbrainz
TRAAHWZ128F4269B1F,17ad4cd1-9099-43b1-959d-f084c24057a8,0.62666541338,7.21521139145,-726.752258301,94.99584198,96,96,108,108,1.00888764858,2.83517575264,D,major,440.0,0.00147298374213,acousticbrainz
TRAAHYK128F932A08F,233204cc-935b-4339-a0bb-d07bdf064c62,0.919292271137,3.94155216217,-659.374938965,129.967575073,129,129,152,152,1.18549609184,4.01089286804,C,minor,437.465789795,0.171575710177,acousticbrainz
TRAAIHL128F92E6DDA,d5b4c89d-525a-4d9c-a576-bb8ec8e1a31a,0.924024164677,3.45338082314,-665.083007812,116.701889038,117,117,148,148,1.10653603077,3.09305000305,"D#",major,434.193115234,0.247378721833,acousticbrainz
TRAAILD128F93177AC,df3691e1-e972-43de-b642-159651be3a30,0.974869251251,1.69837975502,-594.440002441,99.950630188,99,99,123,123,1.25712311268,2.81922483444,"C#",minor,440.254241943,0.0362904332578,acousticbrainz
TRAAJAC128F148B530,40ca5d49-0e7e-4a85-919b-00e46c0ac087,0.266387224197,6.53558301926,-769.490478516,94.2593154907,94,94,99,99,0.947172641754,2.23702406883,G,major,442.548919678,0.0,acousticbrainz
TRAAKDP12903CACABD,1ee5031f-5cd8-470d-bc1d-655776cccaea,0.37282782793,4.15940189362,-671.879760742,163.975418091,167,167,161,161,1.13911676407,3.74544763565,"A#",major,442.804626465,0.109357498586,acousticbrainz
TRAAKPL128F42925A9,8ce36b04-70e3-47c6-9d78-893990eafc7c,0.908384859562,3.98412656784,-650.626586914,107.305015564,108,108,103,103,1.2072455883,4.35649633408,G,major,442.804626465,0.0429769828916,acousticbrainz
TRAAKSP128F9315A7E,cdfbf596-5e2a-4848-84de-75a2ee452544,0.896504223347,4.2677025795,-692.642456055,83.3421783447,83,83,172,172,0.969926059246,1.18118321896,"D#",major,440.763122559,0.0325516834855,acousticbrainz
TRAAKWR128F931B29F,7d0012d4-63b9-494c-8d79-50bfb124edb7,0.340156108141,6.77264881134,-707.332946777,142.321716309,144,144,136,136,1.00181078911,2.76849317551,A,minor,434.193115234,0.261195600033,acousticbrainz
TRAALDI128EF35F6DD,c7539e68-958e-4488-a6ee-83b8be1d8316,0.213997945189,5.23788976669,-783.045166016,172.265731812,172,172,167,167,0.922312736511,1.63827955723,G,major,440.763122559,0.0449939146638,acousticbrainz
TRAAMFF12903CE8107,a19978ae-e298-463d-b8b3-a9b860a05c8a,0.817865371704,4.76864385605,-682.993469238,162.210739136,161,161,167,167,1.02338862419,3.57826280594,D,major,434.193115234,0.199894815683,acousticbrainz
TRAAMGC128F42582D2,f9d527b6-6c25-48cd-aa21-77ca54524559,0.0116103049368,9.61495494843,-880.54309082,132.310562134,133,133,110,110,0.756420016289,1.96194553375,E,minor,434.193115234,0.230567246675,acousticbrainz
TRAAMPA128F92E7D0D,3471d02e-f154-456d-bd66-563930468a4d,0.0152874980122,14.3872117996,-871.354858398,89.8831481934,115,115,99,99,1.1120954752,3.30514574051,D,minor,450.544708252,0.241004452109,acousticbrainz
TRAANTZ128F92EAEA6,bcda2c22-b95f-4bf6-bd04-c4b4e8b0ffba,0.0797260180116,6.54665613174,-737.443725586,106.934631348,108,108,103,103,0.928057432175,2.59979605675,F,major,434.193115234,0.314073741436,acousticbrainz
TRAANUW128F42A1B64,d21d9a13-270e-40d1-b146-84c9f45bc22a,0.899223327637,4.31905794144,-712.663635254,131.871841431,133,133,172,172,1.85107862949,6.20407485962,"C#",minor,448.985931396,0.170373752713,acousticbrainz
TRAANYI12903CF5C63,db0e18bf-e47d-4743-9fe0-24b4cfd191c2,0.944165289402,2.86447453499,-633.032958984,163.322280884,161,161,167,167,1.09698998928,2.23167967796,D,minor,437.971466064,0.224005848169,acousticbrainz
TRAANZZ128F4287625,51c322d3-cf4b-4e93-88b5-0fa15997c32f,0.357438564301,5.84279441833,-787.32409668,184.570205688,185,185,99,99,1.03052783012,3.63266777992,B,minor,431.443084717,0.134701758623,acousticbrainz
TRAAOAG128E078A3C0,f7a6b142-a3bd-4fec-86a9-859e24d35b3d,0.591832220554,5.58677625656,-715.358642578,89.9896011353,91,91,120,120,1.29114484787,5.71682453156,D,minor,434.193115234,0.284753918648,acousticbrainz
TRAAOYP128F425EEB5,d372a120-ddd9-43d5-96de-6fd152174774,0.942310273647,2.98440361023,-616.80670166,108.9295578,110,110,105,105,1.0943363905,5.33039045334,A,minor,441.527557373,0.0545328520238,acousticbrainz
TRAAPKW128F428BC93,3d5eddae-6510-4f6d-8172-aac47ceb7d1e,0.763659417629,4.09181690216,-691.848815918,117.010063171,117,117,167,167,1.10979580879,4.40390491486,D,major,442.03793335,0.0590353347361,acousticbrainz
TRAAPPQ128F14961F5,efd2f0a4-77cf-4207-a4f1-88f7c349fe83,0.849589169025,3.24888110161,-616.271362305,124.063301086,123,123,117,117,1.2016094923,5.71893358231,C,major,439.491973877,0.0794544890523,acousticbrainz
TRAAQDV12903CCC189,491e6721-4799-4c37-9e67-554689dd8858,0.961686313152,2.67161822319,-612.197753906,99.3619995117,99,99,92,92,1.1996281147,2.84565877914,A,major,434.193115234,0.319247543812,acousticbrainz
TRAAQLF128F427822C,1d761bc8-59c6-4c5e-bfcc-3bceb11bbccc,0.837743103504,6.08053445816,-756.188903809,136.079208374,136,136,129,129,1.1132093668,3.18836116791,"D#",major,434.193115234,0.282252818346,acousticbrainz
TRAARWB128F14A9496,80e82f91-078d-4fc7-bc6f-b71d6e61395e,0.943900823593,2.74821853638,-609.413330078,161.636047363,161,161,152,152,0.996723473072,2.21914458275,A,major,438.984558105,0.0779052600265,acousticbrainz
TRAARYN128F92D687A,511b2a03-855a-4edc-826a-dd80528e57b9,0.936281204224,1.16763567924,-561.563232422,164.549591064,167,167,172,172,1.19780671597,1.18747270107,"F#",minor,434.193115234,0.23834168911,acousticbrainz
TRAASES128F92EEC4C,2a31370e-fac3-425c-824f-3c9838b3ac11,0.820571541786,8.3643693924,-769.484436035,147.700927734,148,148,136,136,0.800301551819,3.69035196304,"F#",minor,434.193115234,0.226984977722,acousticbrainz
TRAASQC128F93480F0,7f137e9b-2d3f-4687-a84b-4b3b9295732a,0.945403635502,2.71140980721,-615.739868164,91.1629638672,92,92,108,108,1.07046926022,2.96978187561,"G#",minor,442.03793335,0.0818295553327,acousticbrainz
TRAASUZ128F9314950,3bc8b9cd-27b0-4ccf-94b0-22a7c25a7714,0.912233889103,3.39041113853,-633.205749512,93.7865753174,94,94,89,89,1.17584979534,2.25762987137,"A#",minor,434.193115234,0.182382464409,acousticbrainz
TRAATFW128F14957A8,911d989e-9cf8-4558-9b75-11d1c3e6bf11,0.723691940308,4.0139169693,-675.663513184,161.580612183,161,161,167,167,1.26896452904,4.00939226151,B,minor,434.193115234,0.257994383574,acousticbrainz
TRAATYZ128F4256545,f156acfb-787a-4993-99b2-485bcba112d5,0.91241055727,2.10298252106,-644.616271973,128.15852356,129,129,117,117,1.16615509987,5.11458158493,D,major,438.984558105,0.0762224420905,acousticbrainz
TRAAUMN128F4273561,3ff0f4f2-16dd-4936-8681-a293f9b01802,0.911701083183,3.60439705849,-616.694702148,103.105186462,103,103,136,136,1.0750772953,3.46006989479,D,major,441.527557373,0.0302547570318,acousticbrainz
TRAAVET128F42A4EE1,f09b19b2-8c48-46eb-b0d4-9747ba81cb43,0.95767301321,3.14941954613,-790.68560791,128.004486084,129,129,123,123,1.57389938831,6.53304958344,D,minor,436.708374023,0.191034600139,acousticbrainz
TRAAVIS128F931A7CD,08340893-a458-424e-955e-5cede31d4d7b,0.897511601448,4.11868810654,-716.363952637,152.282623291,152,152,157,157,1.30021905899,4.90982294083,C,minor,443.316436768,0.0178164821118,acousticbrainz
TRAAVRQ128F4258E41,2c871d40-b51c-4de2-84f0-0c1a134d79f7,0.0905067324638,7.15338563919,-841.526855469,99.5091400146,99,99,105,105,0.986691236496,0.884955585003,"A#",minor,434.193115234,0.183064997196,acousticbrainz
TRAAVUT128F92F74F7,cfec968d-6c1d-4e0f-9a77-9187cb860db9,0.539984583855,4.24394655228,-678.274963379,139.918395996,140,140,123,123,1.03659021854,2.86389136314,"A#",major,440.0,0.00170357048046,acousticbrainz
TRAAWDK128F92E2A17,e49b80b9-56a9-4b90-814c-7f349617a6cd,0.862498760223,3.9991838932,-703.852355957,91.6308898926,92,92,82,82,1.65323770046,4.01822566986,C,minor,434.193115234,0.23700723052,acousticbrainz
TRAAWSJ128F933D7EF,9235e22e-afbd-48f7-b329-21dae6da2810,0.663779914379,4.6658911705,-696.872741699,112.84589386,112,112,117,117,1.09057295322,3.38404345512,G,major,438.477722168,0.0550528615713,acousticbrainz
TRAAXZC128F9360095,ce72b0c7-a0aa-4530-a2d8-b0b96a466fa9,0.725016713142,4.59687185287,-698.841491699,93.8940200806,94,94,89,89,1.0874325037,2.81190228462,D,major,439.238189697,0.0119861848652,acousticbrainz
TRAAYIG128F932356C,20e7cf2b-2e5f-4807-a61c-c9d60078083b,0.884099066257,2.69782805443,-659.775390625,85.0850830078,85,85,98,98,1.288803339,2.75152277946,C,major,438.984558105,0.114326223731,acousticbrainz
TRAAZAM128F9313AD3,dfe3a0df-6026-4e03-a787-f9d4d523974f,0.951169788837,3.24584794044,-659.024108887,99.9018325806,99,99,92,92,1.39836788177,4.80160713196,A,minor,434.193115234,0.20133022964,acousticbrainz
TRAAZLN128F421E2AA,18877407-4aee-4ead-b63f-d825e4b9a216,0.475859582424,5.176197052,-855.662353516,110.705223083,112,112,105,105,1.12731921673,3.7544708252,C,major,434.695007324,0.0856037288904,acousticbrainz
TRAAZNZ128F429EF86,8bdbf885-0656-4e1d-960e-44dfbffc1144,0.446440964937,5.07410812378,-780.471435547,105.524024963,105,105,110,110,1.00915622711,2.25774073601,A,major,434.193115234,0.227588564157,acousticbrainz
TRAAZPJ128F4292DB5,78d8801b-f554-4377-86d6-423bc5772ede,0.573599874973,3.79966139793,-756.329040527,96.0283203125,96,96,91,91,1.07163703442,3.19045519829,D,major,434.193115234,0.262177944183,acousticbrainz
TRABAAX128F14914F9,b704e862-5aaf-4fea-b61d-e2b6bb9f035e,0.917979061604,1.99851822853,-621.84173584,136.63923645,136,136,144,144,1.22070932388,3.90972423553,"D#",major,441.527557373,0.109764926136,acousticbrainz
TRABAKX128F92C1D3D,0ab7dab1-c1ce-4767-8f4a-fe4d44e96e06,0.913465321064,3.87943935394,-636.93939209,109.911880493,110,110,144,144,0.981600105762,3.08397436142,E,major,441.017791748,0.0313893668354,acousticbrainz
TRABAWQ128E0783C6F,bd13cbe0-bcb8-43d0-97f6-db3387bb1c95,0.952550828457,2.38668584824,-620.376220703,172.265609741,172,172,140,140,1.05515754223,3.40030360222,E,major,431.193908691,0.111290171742,acousticbrainz
TRABAYJ128F92E34EC,2e546ae5-19d8-45be-8176-74660623e8fa,0.413730204105,7.09013175964,-716.060546875,110.157104492,110,110,88,88,1.1373667717,4.2138261795,F,major,438.477722168,0.0361572168767,acousticbrainz
TRABBAJ12903CA736F,f359f025-3713-4058-bea1-694dd262c42f,0.859428942204,4.06418514252,-662.918640137,134.948486328,136,136,129,129,1.06219279766,5.19433164597,G,major,438.477722168,0.0943112820387,acousticbrainz
TRABBBX128F426D2B1,c059f571-777c-44e1-bc8d-f574cbf78df0,0.363577157259,4.37041521072,-709.455932617,164.368118286,167,167,172,172,0.971648752689,2.44270730019,"C#",major,441.017791748,0.0901042595506,acousticbrainz
TRABBYP128F932D04E,bfe4b728-1659-421a-9d65-af8763306807,0.832709670067,4.26158666611,-662.420227051,80.5812683105,157,157,81,81,1.17878246307,3.93799996376,F,major,443.572570801,0.0551251471043,acousticbrainz
TRABCAS128F14A25E2,2de1491b-7477-4676-b883-443aee5bbcbe,0.918717443943,2.93008112907,-657.295593262,144.472076416,144,144,152,152,1.22385108471,4.22769784927,G,minor,441.272583008,0.0958579033613,acousticbrainz
TRABCEC128F426456E,3476903f-f46d-4e54-bbe4-903b137e06a7,0.744102954865,5.64315032959,-734.722045898,106.664283752,108,108,140,140,1.17888689041,4.75542402267,D,major,440.254241943,0.0164920687675,acousticbrainz
TRABCTR12903D08121,9860bf3f-879d-4ad3-8af3-838f9bddd15c,0.375794440508,7.19072532654,-846.348266602,120.034461975,120,120,115,115,1.02337312698,2.8846514225,B,minor,448.726654053,0.183838769794,acousticbrainz
TRABCUQ128E0783E2B,f09ba417-f0d6-4a73-97a7-f10eb65cbb36,0.858783006668,3.73333358765,-675.165710449,114.01272583,115,115,105,105,1.35720539093,4.42770814896,"G#",major,434.193115234,0.188192874193,acousticbrainz
TRABCVX128F1492D8B,930102bb-9f52-4ac0-9bcb-5619396429cd,0.903778374195,3.20710134506,-658.499206543,136.41065979,136,136,144,144,1.23887360096,3.55486392975,E,major,442.804626465,0.00786376278847,acousticbrainz
TRABDAA12903CF45CB,f37e77b5-bc52-48ee-8444-0b0514c2e27b,0.954320967197,2.13005828857,-601.43560791,149.972488403,152,152,144,144,1.04087948799,3.09043669701,C,minor,436.708374023,0.101634129882,acousticbrainz
TRABDJI128F14567D2,76e509a9-d043-439a-9e5c-04bb4e6d3dfa,0.924712598324,6.1786608696,-763.75793457,94.9062042236,96,96,91,91,1.4131872654,3.76374387741,"A#",minor,434.193115234,0.211099609733,acousticbrainz
TRABEBV128F933D3AB,b80f071a-0d47-4cc1-a49c-48cf3ccaf583,0.979396760464,1.78049576283,-586.305358887,91.7647705078,92,92,123,123,0.973762691021,3.27940487862,A,major,444.085327148,0.0332218892872,acousticbrainz
TRABEIK128F1456D56,8d8b5c81-5d1d-428d-b567-94b9477d1a73,0.93856883049,2.65451788902,-608.361633301,164.575912476,167,167,172,172,0.973339557648,3.15106987953,F,major,442.03793335,0.054979916662,acousticbrainz
TRABELX128F4281857,65636225-e4f5-47d4-9cde-13e3611320f6,0.929521858692,3.20655989647,-639.795166016,133.673446655,133,133,126,126,1.5840228796,4.64396429062,"A#",minor,439.491973877,0.054993391037,acousticbrainz
TRABFHV128F933D32D,22c1a182-0a36-4afd-b613-bddab56b4fba,0.861574709415,3.49372982979,-664.275756836,126.640113831,126,126,133,133,1.12894284725,3.7919216156,"A#",major,443.572570801,0.0872911214828,acousticbrainz
TRABFSY128F42866CE,01b9eb83-e2fd-4d13-8b58-9950d836a567,0.816513895988,4.13229227066,-702.126403809,91.7565765381,92,92,123,123,1.22297489643,3.32666492462,"G#",major,442.293365479,0.0352023653686,acousticbrainz
TRABGMC12903CFA8C5,08a9b8c3-a22b-4921-9165-453647db01c0,0.840646982193,5.03348731995,-802.481201172,109.869529724,110,110,103,103,1.05712175369,2.28733849525,G,major,454.990661621,0.0962849035859,acousticbrainz
TRABGSH128F932D04D,aa3e29d0-1973-4d01-baf7-202764e95b53,0.93386054039,5.73747110367,-661.741088867,126.721740723,126,126,133,133,1.21055424213,3.8097987175,G,minor,444.598632813,0.0943089425564,acousticbrainz
TRABGTC128F14B10CC,2482884b-6565-44c4-8a61-93fd0b5a5a54,0.667622029781,5.42080020905,-719.317199707,78.7029724121,78,78,101,101,0.863788545132,2.44440460205,"A#",major,441.782684326,0.022276615724,acousticbrainz
TRABGZL128F428A25B,382073f5-af29-4eb1-848b-78395ac46e93,0.954190671444,2.16247797012,-605.124511719,92.3321228027,92,92,99,99,1.04570770264,2.91312122345,A,major,434.193115234,0.229411065578,acousticbrainz
TRABICV128F146AEF8,d51ff27b-0317-491d-8095-b3d70692e3d9,0.633369028568,4.99756383896,-714.622802734,111.451446533,112,112,123,123,1.09790492058,4.1255273819,F,major,440.254241943,0.0199658814818,acousticbrainz
TRABIIP128F14617DE,42f6cc0b-f695-4102-92a9-9eebb7a7329f,0.753569662571,6.74659967422,-779.563659668,95.8365325928,96,96,117,117,1.2767791748,5.11570692062,F,major,440.254241943,0.0588158667088,acousticbrainz
TRABJZT128F425C8DC,ca9b972b-3be4-4f3a-b043-8e60ffa3e13b,0.957711517811,3.8147995472,-690.009521484,95.7922058105,96,96,112,112,1.55943512917,4.69890880585,"C#",major,436.960693359,0.260110557079,acousticbrainz
TRABKEU128F93027CF,23f95dd0-e236-4208-88b8-3318b44b8806,0.906112670898,4.57611894608,-655.794494629,101.390930176,101,101,133,133,1.35334706306,5.25676441193,"D#",major,434.193115234,0.279577434063,acousticbrainz
TRABKSJ12903CB5BD6,f80ca9ee-d2b3-4fc1-9631-27ae810b7e83,0.933396816254,3.11027693748,-647.29083252,124.999427795,126,126,117,117,1.25175058842,6.110683918,"F#",major,434.193115234,0.23370808363,acousticbrainz
TRABLAT128F92E6846,f4012266-8668-47f8-b0ce-e54c822d5cda,0.818925559521,3.55945682526,-670.434448242,111.175430298,112,112,117,117,1.39960062504,3.75201106071,D,minor,451.84777832,0.251068264246,acousticbrainz
TRABLEK128F4288796,44342bdb-f9e0-474e-9c10-6506f1f5aec4,0.166500270367,8.24657344818,-746.565795898,120.02204895,120,120,110,110,0.984476149082,1.9888446331,C,major,441.017791748,0.0321923084557,acousticbrainz
TRABLGI128F42B867A,5f707879-6116-4b3e-8975-f5c57e665b98,0.937601029873,2.69480752945,-612.793457031,131.079849243,133,133,0,0,1.17443299294,2.94307422638,B,major,434.193115234,0.233509793878,acousticbrainz
TRABLLC128F427F42F,38df1eb0-0f74-44cc-8f34-8f507545f14c,0.961842834949,2.2337846756,-591.197570801,129.269042969,129,129,99,99,1.15389668941,3.92667818069,G,minor,434.193115234,0.203752785921,acousticbrainz
TRABLLK128F428FFAF,71ce6351-e2e9-4b3c-b4a2-b93f81fa4aab,0.821000814438,3.07272958755,-657.155151367,133.347671509,133,133,98,98,1.1086679697,2.81834793091,E,major,441.017791748,0.0721609666944,acousticbrainz
TRABLNQ128F930E053,f698bc22-18dd-4ae5-a866-7caff4295351,0.547784149647,4.58517169952,-708.217224121,89.0096588135,89,89,81,81,1.24688732624,3.68103146553,"F#",major,434.193115234,0.231487810612,acousticbrainz
TRABLQE128F92E5E75,adeeb2cb-d749-4b4c-a11f-d9c140c31c1c,0.970791518688,2.08404946327,-608.552490234,178.205581665,178,178,185,185,1.13317704201,4.28419494629,E,major,434.193115234,0.253697574139,acousticbrainz
TRABLSP128F92F0E1D,52f75092-7f0b-4dfa-bf85-1ee8516fb952,0.945182800293,3.0653192997,-638.854003906,112.775283813,112,112,117,117,1.1594170332,3.44097137451,E,minor,441.782684326,0.0218356195837,acousticbrainz
TRABMAV128F92E71C4,b241276b-9153-47c9-9520-fc3e281dcef3,0.930657863617,2.32074904442,-595.68963623,161.56199646,161,161,152,152,1.04024779797,2.84885454178,"G#",major,441.782684326,0.0365133099258,acousticbrainz
TRABMEM12903CB1A75,8c674d56-1dc2-451f-9637-43fd5b447011,0.911965787411,4.41853046417,-687.296020508,131.022964478,133,133,126,126,1.04368305206,4.40730905533,F,major,434.193115234,0.20224866271,acousticbrainz
TRABMFI128F1476F9F,a0fbd960-4f2e-4a18-9e25-8ea60467014a,0.944900929928,5.46512317657,-718.700561523,123.611228943,123,123,117,117,1.48812770844,3.41332697868,F,major,434.193115234,0.0791909992695,acousticbrainz
TRABMPO12903CA4BDC,65b71c49-bc2c-4872-a30c-cb5ee31a6fb5,0.934475243092,3.32384824753,-650.596191406,145.456344604,144,144,152,152,1.21276199818,3.3444442749,A,major,440.508636475,0.0133541412652,acousticbrainz
TRABMXM128F930C6D2,47c871a1-3630-46d9-8729-507e43e72daa,0.510225832462,5.9871711731,-743.595703125,148.460876465,148,148,112,112,1.14177942276,3.44829058647,A,minor,439.745910645,0.0091230487451,acousticbrainz
TRABNUW128F9313D21,7efad240-f3cf-468d-a81f-430398a47d10,0.961479127407,2.57332396507,-637.68560791,129.951461792,129,129,136,136,1.13543236256,3.9121427536,A,major,434.193115234,0.204749301076,acousticbrainz
TRABOGP12903CC080D,c443d5a2-4ca6-4032-a2bb-6080c6873546,0.746774196625,5.539041996,-702.193359375,85.4269561768,86,86,96,96,1.2058160305,3.26429820061,G,major,441.017791748,0.0342228487134,acousticbrainz
TRABOOC128F92D2D90,3eddac63-19dd-49b9-aca3-e71ade953141,0.94254308939,2.65262794495,-620.243225098,150.634735107,152,152,144,144,1.09348773956,4.34712171555,E,minor,434.193115234,0.266677707434,acousticbrainz
TRABPGW128E078F38D,97b1892a-caa3-47d5-9f6d-16d9b8fdac29,0.796070575714,4.94249820709,-702.307189941,139.81590271,140,140,129,129,1.03908813,3.01780414581,F,major,434.193115234,0.197032943368,acousticbrainz
TRABPJT128F933A3A5,79c0d251-984c-490d-9a96-3aa466d214bb,0.878929197788,3.94495987892,-656.834655762,140.001434326,140,140,133,133,1.07136547565,4.76472949982,D,major,434.193115234,0.258486241102,acousticbrainz
TRABPUI12903CF22CE,13a8a4b1-f660-401b-a8c4-3da753c9e214,0.938286721706,1.72115647793,-624.592285156,161.579650879,161,161,148,148,1.00258946419,2.41336345673,D,minor,434.193115234,0.21730479598,acousticbrainz
TRABQHD128F422A9F5,725fd76a-5696-463d-b637-98745e3b6d41,0.572476923466,5.29101657867,-794.519958496,73.1911773682,74,74,110,110,1.05651724339,3.07137656212,"C#",minor,435.952270508,0.084952943027,acousticbrainz
TRABQRP128F9310EFC,1959fc73-7c32-4f40-b019-f03831aea915,0.731763660908,2.610902071,-628.209655762,165.81288147,167,167,172,172,1.00218391418,3.7778172493,A,major,440.763122559,0.0259669423103,acousticbrainz
TRABRIV128F147F524,d8e0b670-b867-45bf-ad58-25b52826f5dc,0.953371822834,1.81986629963,-630.998291016,133.90335083,133,133,126,126,1.25588929653,2.95400452614,"A#",major,434.193115234,0.22072480619,acousticbrainz
TRABSTP128F4252E01,b122ce30-79ce-4d4c-bd6f-c75e39b67b40,0.923392951488,3.0461935997,-650.689697266,103.777061462,103,103,108,108,1.46815311909,5.34986400604,A,minor,434.193115234,0.219240531325,acousticbrainz
TRABTFI128F14905F6,9d41ccd7-f816-4ef5-9474-c2150baf2f94,0.934086740017,4.25874137878,-686.367797852,151.526443481,152,152,157,157,1.37359344959,5.57999515533,A,major,434.193115234,0.353952437639,acousticbrainz
TRABTYE12903CDA646,ffa788b7-25a5-411e-b7ec-10cf6d18841e,0.953467309475,2.73699426651,-651.191650391,172.265213013,172,172,167,167,1.20031821728,4.54034042358,"A#",major,442.03793335,0.0708464607596,acousticbrainz
TRABTZP128F92D9357,0d55e5ca-52d0-408d-a7b4-34bab4dee09d,0.502666592598,6.06124401093,-770.939819336,138.771240234,140,140,133,133,1.00508928299,3.65982913971,C,major,440.763122559,0.0240587797016,acousticbrainz
